Child,Parent
discrete cosine transform,cosine transforms
discrete cosine transform %28dct%29,cosine transforms
discrete cosine transforms,mathematical transformations
discrete cosine transform%28dct%29,mathematical transformations
discrete cosine transform,mathematical transformations
discrete cosine transform %28dct%29,mathematical transformations
architecture supporting activities,architecting
architecture supporting activities,architecture activity
back-propagation neural networks,machine learning
back-propagation neural networks,machine-learning
back-propagation neural networks,machine learning techniques
back-propagation neural networks,machine learning methods
back-propagation neural networks,machine learning algorithms
back-propagation neural networks,machine learnings
backpropagation algorithms,back-propagation neural networks
back-propagation,back-propagation neural networks
backpropagation,back-propagation neural networks
back propagation,back-propagation neural networks
anfis,back-propagation neural networks
neuro-fuzzy,back-propagation neural networks
deep learning,back-propagation neural networks
backstepping,back-propagation neural networks
adaptive neuro-fuzzy inference system,back-propagation neural networks
adaptive neuro-fuzzy inference system %28anfis%29,back-propagation neural networks
extreme learning machine,back-propagation neural networks
extreme learning machine %28elm%29,back-propagation neural networks
artificial neural network models,back-propagation neural networks
artificial neural network %28ann%29,back-propagation neural networks
neuro-fuzzy systems,back-propagation neural networks
neurofuzzy system,back-propagation neural networks
neuro-fuzzy system,back-propagation neural networks
recurrent neural network %28rnn%29,back-propagation neural networks
recurrent neural networks,back-propagation neural networks
recurrent neural network,back-propagation neural networks
fuzzy neural network %28fnn%29,back-propagation neural networks
fuzzy neural networks,back-propagation neural networks
fuzzy neural network,back-propagation neural networks
radial basis function,back-propagation neural networks
rbfnn,back-propagation neural networks
rbf,back-propagation neural networks
rbf neural network,back-propagation neural networks
rbf neural networks,back-propagation neural networks
radial basis function neural networks,back-propagation neural networks
radial basis function neural network,back-propagation neural networks
radial basis,back-propagation neural networks
learning vector quantization,back-propagation neural networks
learning vector quantization %28lvq%29,back-propagation neural networks
pulse coupled neural network,back-propagation neural networks
pcnn,back-propagation neural networks
mlp neural networks,back-propagation neural networks
radial basis functions,back-propagation neural networks
radial basis function%28rbf%29,back-propagation neural networks
cellular neural network,back-propagation neural networks
cellular neural networks,back-propagation neural networks
multilayer perceptrons,back-propagation neural networks
feedforward neural network,back-propagation neural networks
feedforward neural networks,back-propagation neural networks
backpropagation algorithm,back-propagation neural networks
back propagation algorithm,back-propagation neural networks
back-propagation neural network,machine learning
back-propagation neural network,machine-learning
back-propagation neural network,machine learning techniques
back-propagation neural network,machine learning methods
back-propagation neural network,machine learning algorithms
back-propagation neural network,machine learnings
backpropagation algorithms,back-propagation neural network
back-propagation,back-propagation neural network
backpropagation,back-propagation neural network
back propagation,back-propagation neural network
anfis,back-propagation neural network
neuro-fuzzy,back-propagation neural network
deep learning,back-propagation neural network
backstepping,back-propagation neural network
adaptive neuro-fuzzy inference system,back-propagation neural network
adaptive neuro-fuzzy inference system %28anfis%29,back-propagation neural network
extreme learning machine,back-propagation neural network
extreme learning machine %28elm%29,back-propagation neural network
artificial neural network models,back-propagation neural network
artificial neural network %28ann%29,back-propagation neural network
neuro-fuzzy systems,back-propagation neural network
neurofuzzy system,back-propagation neural network
neuro-fuzzy system,back-propagation neural network
recurrent neural network %28rnn%29,back-propagation neural network
recurrent neural networks,back-propagation neural network
recurrent neural network,back-propagation neural network
fuzzy neural network %28fnn%29,back-propagation neural network
fuzzy neural networks,back-propagation neural network
fuzzy neural network,back-propagation neural network
radial basis function,back-propagation neural network
rbfnn,back-propagation neural network
rbf,back-propagation neural network
rbf neural network,back-propagation neural network
rbf neural networks,back-propagation neural network
radial basis function neural networks,back-propagation neural network
radial basis function neural network,back-propagation neural network
radial basis,back-propagation neural network
learning vector quantization,back-propagation neural network
learning vector quantization %28lvq%29,back-propagation neural network
pulse coupled neural network,back-propagation neural network
pcnn,back-propagation neural network
mlp neural networks,back-propagation neural network
radial basis functions,back-propagation neural network
radial basis function%28rbf%29,back-propagation neural network
cellular neural network,back-propagation neural network
cellular neural networks,back-propagation neural network
multilayer perceptrons,back-propagation neural network
feedforward neural network,back-propagation neural network
feedforward neural networks,back-propagation neural network
