Child,Parent
Set of cytoplasmic organelles of totipotent stem cell,Set of cytoplasmic organelles of stem cell
Set of cytoplasmic organelles of unipotent stem cell,Set of cytoplasmic organelles of stem cell
Region of wall of eyeball,Region of organ component
Greater curvature proper of stomach,Subdivision of greater curvature of stomach (line)
Posterior pole of eyeball,Zone of eyeball
Phosphatidylinositol,Phospholipid
Trunk of branch of temporal branch of facial nerve to auricularis superior,Trunk of branch of temporal branch of facial nerve
Synovial fluid of left pisotriquetral joint,Synovial fluid of pisotriquetral joint
Trunk of extra-laryngeal branch of recurrent laryngeal nerve to larynx,Trunk of branch of recurrent laryngeal nerve
Dental branch of posterior superior alveolar artery,Branch of posterior superior alveolar artery
Distal interphalangeal joint of left fourth toe,Distal interphalangeal joint of fourth toe
Fifth lumbar vertebra,Lumbar vertebra
Cavity of greater sac,Subdivision of peritoneal cavity
Synovial bursa,Synovial sac
Pleural sac,Serous sac
Saccule proper of membranous labyrinth,Subdivision of saccule of membranous labyrinth
Posterior subramus of medial ramus of superior segmental bronchus,Branch of medial ramus of superior segmental bronchus
Mesothelium of visceral pleura,Mesothelium of pleura
Trunk of medial pterygoid muscle branch of right ascending palatine artery,Trunk of medial pterygoid muscle branch of ascending palatine artery
Surface of small intestine,Surface of organ
Epimysium of left lateral rectus,Epimysium of lateral rectus
Proximal interphalangeal joint of index finger,Interphalangeal joint of index finger
Left mesosalpinx,Mesosalpinx
Posterior ramus of left eighth thoracic nerve,Posterior ramus of eighth thoracic nerve
Posterior ramus of right seventh thoracic nerve,Posterior ramus of seventh thoracic nerve
Posterior ramus of right eighth thoracic nerve,Posterior ramus of eighth thoracic nerve
Posterior ramus of right sixth thoracic nerve,Posterior ramus of sixth thoracic nerve
Posterior ramus of left sixth thoracic nerve,Posterior ramus of sixth thoracic nerve
Posterior ramus of eighth thoracic nerve,Posterior ramus of thoracic nerve
Posterior ramus of ninth thoracic nerve,Posterior ramus of thoracic nerve
Posterior ramus of left seventh thoracic nerve,Posterior ramus of seventh thoracic nerve
Posterior ramus of sixth thoracic nerve,Posterior ramus of thoracic nerve
Posterior ramus of seventh thoracic nerve,Posterior ramus of thoracic nerve
Membranous layer of superficial fascia of thigh,Layer of superficial fascia of thigh
Plantar fascia of left foot,Plantar fascia of foot
Nerve to salpingopharyngeus,Branch of pharyngeal nerve plexus
Cervical part of trunk of right vagus nerve,Cervical part of trunk of vagus nerve
Compact bone of right transverse process of cervical vertebra,Compact bone of transverse process of cervical vertebra
Basement membrane of unilaminar epithelium,Basement membrane
Compact bone of left lamina of thoracic vertebra,Compact bone of lamina of thoracic vertebra
Basement membrane of zona glomerulosa of adrenal gland,Basement membrane
Basement membrane of epithelium proper of jejunum,Basement membrane
Basement membrane of epithelium proper of appendix,Basement membrane
Basement membrane of tunica intima of vein,Basement membrane
Dorsal venous network of right hand,Dorsal venous network of hand
Ninth costotransverse foramen,Costotransverse foramen
Trabecular bone of inferior articular process of lumbar vertebra,Trabecular bone of inferior articular process of vertebra
Right entorhinal area,Entorhinal area
Lateral interchondral ligament of interchondral joint of right 7th and 8th ribs,Lateral interchondral ligament of interchondral joint of 7th and 8th ribs
Lunule of nail of left middle finger,Lunule of nail of middle finger
Right medial oculomotor nucleus,Medial oculomotor nucleus
Lateral inferior area of lateral segment of left lobe of liver,Portal triad subsegment
Neck of organ,Organ zone
Orbital branch of right maxillary nerve to right ethmoidal sinus,Orbital branch of maxillary nerve to ethmoidal sinus
Right uvular muscle,Uvular muscle
Fascia of foot,Fascia of region of lower limb
Basal part of left pleural cavity,Basal part of pleural cavity
Branch of lower deep buccal branch of left facial nerve to left orbicularis oris,Branch of lower deep buccal branch of facial nerve to orbicularis oris
Fourth ventricle,Cerebral ventricle
Anterior surface of right tympanic plate,Anterior surface of tympanic plate
Lumen of arborial segment of venous tree organ,Lumen of segment of blood vessel organ
Subdivision of surface of proximal epiphysis of tibia,Subdivision of surface of epiphysis of tibia
Region of wall of jejunum,Region of wall of small intestine
Border of thyroid cartilage,Bona fide anatomical line
Wall of basal ramus of right lateral basal segmental bronchus,Wall of basal ramus of lateral basal segmental bronchus
Left lamina of third lumbar vertebra,Lamina of third lumbar vertebra
Intercondylar part of tibia,Zone of proximal epiphysis of tibia
Nerve to deep head of flexor pollicis brevis,Branch of deep branch of ulnar nerve
Nucleus pulposus of intervertebral disk of axis,Nucleus pulposus of intervertebral disk of cervical vertebra
Trabecular bone of body of fifth thoracic vertebra,Trabecular bone of body of thoracic vertebra
Set of interalveolar septa of right maxilla,Set of interalveolar septa of maxilla
Set of alveolar yokes of right maxilla,Set of alveolar yokes of maxilla
Set of interalveolar septa of left maxilla,Set of interalveolar septa of maxilla
Set of interradicular septa of left maxilla,Set of interradicular septa of maxilla
Set of interradicular septa of right maxilla,Set of interradicular septa of maxilla
Perimysium of flexor digitorum superficialis,Fascia of flexor digitorum superficialis
Stroma of iris,Stroma
C3 root of right phrenic nerve,C3 root of phrenic nerve
Trunk of dorsal digital vein of left index finger,Trunk of dorsal digital vein of index finger
Pleural branch of fifth posterior intercostal artery,Pleural branch of posterior intercostal artery
Muscle fasciculus of right depressor supercilii,Muscle fasciculus of depressor supercilii
Tendon of third plantar interosseous of left foot,Tendon of third plantar interosseous of foot
Zone of thyro-arytenoid,Zone of muscle organ
Inferior salivatory nucleus,Nucleus of medulla oblongata
Right arteria princeps pollicis,Arteria princeps pollicis
Tunica intima of left superior pulmonary vein,Tunica intima of superior pulmonary vein
Branch of great auricular nerve,Branch of peripheral nerve
Branch of posterior ramus of eighth cervical nerve,Branch of posterior ramus of cervical nerve
Intervertebral disk of ninth thoracic vertebra,Intervertebral disk of thoracic vertebra
Lateral nail fold of little finger,Lateral nail fold of finger
Right medial paracolic gutter,Medial paracolic gutter
Bone of proximal epiphysis of distal phalanx of right index finger,Bone of proximal epiphysis of distal phalanx of index finger
Surface of right knee,Surface of knee
Lumen of main lactiferous duct,Lumen of lactiferous duct
Deltoid branch of deep brachial artery,Branch of deep brachial artery
Root canal of left lower first premolar tooth,Root canal of lower first premolar tooth
Milk proper,Portion of milk
Posterior tibial recurrent artery,Subdivision of anterior tibial artery
Antral cavity,Interstitial space
Right superior lacrimal punctum,Superior lacrimal punctum
Dorsal nasal artery,Terminal branch of ophthalmic artery
Fibrous membrane of synovial tendon sheath of extensor digitorum and extensor indicis,Fibrous membrane of synovial tendon sheath
Right cervical nerve plexus,Cervical nerve plexus
Lymph node of left apical segmental bronchus,Lymph node of apical segmental bronchus
Perimysium of right levator veli palatini,Perimysium of levator veli palatini
Obliquus capitis superior,Posterior suboccipital muscle
Trunk of communicating branch of sensory root of right facial nerve with right vagus nerve,Trunk of communicating branch of sensory root of facial nerve with vagus nerve
Hair of chest,Hair of trunk
Belly of first lumbrical of hand,Belly of lumbrical of hand
Space of lateral part of posterior compartment of right forearm,Space of lateral part of posterior compartment of forearm
Hypoglossal nerve,Cranial nerve
Nerve to right articularis cubiti,Nerve to articularis cubiti
Chamber of left upper lateral incisor tooth,Chamber of upper lateral incisor tooth
Medial part of right thumb,Medial part of thumb
Quadratus lumborum division of lumbar part of iliolumbar artery,Division of lumbar part of iliolumbar artery
Medial part of left index finger,Medial part of index finger
Medial part of left thumb,Medial part of thumb
Medial part of left middle finger,Medial part of middle finger
Medial part of right index finger,Medial part of index finger
Medial part of right middle finger,Medial part of middle finger
Posterior rootlet of first cervical nerve,Posterior rootlet of cervical nerve
Intermediate cuneiform facet of lateral cuneiform bone,Subdivision of medial surface of lateral cuneiform bone
Trunk of renal branch of left vagus nerve,Trunk of renal branch of vagus nerve
Set of intermetacarpal joints of left hand,Set of intermetacarpal joints
Longitudinal muscle layer of ascending colon,Longitudinal muscle layer of zone of large intestine
Compact bone of right first thoracic vertebra,Compact bone of first thoracic vertebra
Set of anterior cervical lymphatic vessels,Set of lymphatic vessels of neck
Set of right anterior cervical lymphatic vessels,Set of anterior cervical lymphatic vessels
Set of right deep cervical lymph nodes,Set of deep cervical lymph nodes
Set of left anterior cervical lymphatic vessels,Set of anterior cervical lymphatic vessels
Skin of glans of clitoris,Skin of segment of clitoris
Base of right patella,Base of patella
Synovial fluid of C5-C6 vertebral arch joint,Synovial fluid of cervical vertebral arch joint
Hepatoportal lymph node group,Visceral lymph node group of abdomen proper
Posterior rootlet of second cervical nerve,Posterior rootlet of cervical nerve
Surface of spinous process of fifth cervical vertebra,Surface of spinous process of cervical vertebra
Brodmann area 43 of precentral gyrus,Segment of Brodmann area 43
Brodmann area 43 of left precentral gyrus,Brodmann area 43 of precentral gyrus
Brodmann area 44 of right inferior frontal gyrus,Brodmann area 44 of inferior frontal gyrus
Brodmann area 44 of inferior frontal gyrus,Segment of Brodmann area 44
Brodmann area 43 of right precentral gyrus,Brodmann area 43 of precentral gyrus
